date,region,category,day_of_week,month,orders,units_sold,lost_units_stockout,aov,net_sales_revenue,stock_availability,checkout_latency_ms,conversion_rate,traffic_online,traffic_instore,traffic_wholesale,price_discount_depth,promo_flag,source_system,grain,available_at,traffic_total,weather_temp_c,competitor_price_index
2023-01-03,North,Apparel,1,1,41.7,83.3,0.0,44.45,3702.93,1.0,211.4,0.02622,1063.8,344.6,161.3,0.0,0,sales_ops_db,daily,2023-01-04 06:00:00,1569.7,5.7,100.42
2023-01-03,North,Electronics,1,1,16.5,18.2,0.0,251.81,4583.0,1.0,203.0,0.01689,654.5,216.5,99.2,0.0,0,sales_ops_db,daily,2023-01-04 06:00:00,970.2,5.7,100.42
2023-01-03,North,Home,1,1,45.7,64.0,0.0,66.26,4244.16,1.0,211.6,0.03607,866.2,277.1,123.1,0.2,1,sales_ops_db,daily,2023-01-04 06:00:00,1266.4,5.7,100.42
2023-01-03,South,Apparel,1,1,38.8,77.6,0.0,44.59,3460.14,1.0,208.4,0.0275,974.0,311.0,140.6,0.0,0,sales_ops_db,daily,2023-01-04 06:00:00,1425.6,5.7,100.42
2023-01-03,South,Electronics,1,1,25.1,27.6,0.0,190.62,5259.6,1.0,219.3,0.02875,590.0,186.7,88.3,0.2,1,sales_ops_db,daily,2023-01-04 06:00:00,865.0,5.7,100.42
2023-01-03,South,Home,1,1,27.1,37.9,0.0,77.22,2927.31,1.0,200.4,0.02343,766.6,260.3,112.2,0.0,0,sales_ops_db,daily,2023-01-04 06:00:00,1139.1,5.7,100.42
2023-01-03,West,Apparel,1,1,48.2,96.4,0.0,38.79,3741.09,1.0,216.7,0.03747,885.2,282.9,125.7,0.1,1,sales_ops_db,daily,2023-01-04 06:00:00,1293.8,5.7,100.42
2023-01-03,West,Electronics,1,1,15.4,17.0,0.0,257.13,4366.99,1.0,215.0,0.018,569.6,186.3,85.8,0.0,0,sales_ops_db,daily,2023-01-04 06:00:00,841.7,5.7,100.42
2023-01-03,West,Home,1,1,22.6,31.6,0.0,82.44,2606.72,1.0,218.4,0.02288,681.9,214.6,100.0,0.0,0,sales_ops_db,daily,2023-01-04 06:00:00,996.5,5.7,100.42
2023-01-04,East,Apparel,2,1,42.6,85.2,0.0,47.32,4032.1,1.0,201.1,0.02919,1033.3,319.3,145.2,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,1497.8,6.3,100.35
2023-01-04,East,Electronics,2,1,16.3,17.9,0.0,244.33,4372.75,1.0,214.8,0.01698,664.4,217.1,91.2,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,972.7,6.3,100.35
2023-01-04,East,Home,2,1,27.5,38.5,0.0,80.84,3112.96,1.0,226.5,0.02303,797.3,261.2,120.5,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,1179.0,6.3,100.35
2023-01-04,North,Apparel,2,1,50.3,100.5,0.0,45.55,4579.91,1.0,207.3,0.03072,1117.4,365.1,162.2,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,1644.7,6.3,100.35
2023-01-04,North,Electronics,2,1,17.4,19.1,0.0,250.25,4784.82,1.0,226.8,0.01697,708.0,229.0,101.4,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,1038.4,6.3,100.35
2023-01-04,North,Home,2,1,44.5,62.4,0.0,61.48,3833.64,1.0,205.0,0.03539,883.6,281.6,124.7,0.2,1,sales_ops_db,daily,2023-01-05 06:00:00,1289.9,6.3,100.35
2023-01-04,South,Apparel,2,1,44.8,89.6,0.0,42.61,3818.32,1.0,220.8,0.03124,963.6,299.5,150.2,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,1413.3,6.3,100.35
2023-01-04,South,Electronics,2,1,25.1,27.6,0.0,204.75,5651.17,1.0,222.4,0.02667,646.3,212.3,93.6,0.2,1,sales_ops_db,daily,2023-01-05 06:00:00,952.2,6.3,100.35
2023-01-04,South,Home,2,1,28.3,39.7,0.0,79.33,3146.63,1.0,213.9,0.02415,799.5,261.5,119.0,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,1180.0,6.3,100.35
2023-01-04,West,Apparel,2,1,49.5,99.1,0.0,38.24,3788.88,1.0,213.5,0.03688,887.2,290.7,133.7,0.1,1,sales_ops_db,daily,2023-01-05 06:00:00,1311.6,6.3,100.35
2023-01-04,West,Electronics,2,1,14.3,15.8,0.0,242.8,3827.93,1.0,223.1,0.01759,549.8,176.7,82.3,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,808.8,6.3,100.35
2023-01-04,West,Home,2,1,24.0,33.7,0.0,82.52,2777.0,1.0,218.1,0.02449,652.8,215.2,95.1,0.0,0,sales_ops_db,daily,2023-01-05 06:00:00,963.1,6.3,100.35
2023-01-05,East,Apparel,3,1,70.9,141.8,0.0,37.86,5369.53,1.0,230.5,0.0445,1101.7,364.1,157.4,0.15,1,sales_ops_db,daily,2023-01-06 06:00:00,1623.2000000000005,-3.8,100.46
2023-01-05,East,Electronics,3,1,18.2,20.0,0.0,246.83,4943.44,1.0,196.0,0.01725,744.1,226.7,106.5,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,1077.3,-3.8,100.46
2023-01-05,East,Home,3,1,32.9,46.0,0.0,80.44,3700.41,1.0,213.2,0.02457,904.7,300.1,133.3,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,1338.1,-3.8,100.46
2023-01-05,North,Apparel,3,1,52.1,104.2,0.0,46.17,4809.92,1.0,232.7,0.03091,1170.4,375.7,171.3,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,1717.4,-3.8,100.46
2023-01-05,North,Electronics,3,1,18.9,20.8,0.0,247.36,5144.51,1.0,209.1,0.01696,777.5,246.1,109.4,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,1133.0,-3.8,100.46
2023-01-05,North,Home,3,1,49.0,68.6,0.0,64.58,4431.29,1.0,191.9,0.03942,838.4,266.5,124.0,0.2,1,sales_ops_db,daily,2023-01-06 06:00:00,1228.9,-3.8,100.46
2023-01-05,South,Apparel,3,1,48.6,97.1,0.0,45.69,4437.67,1.0,213.2,0.03169,1072.5,335.6,152.1,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,1560.1999999999998,-3.8,100.46
2023-01-05,South,Electronics,3,1,28.3,31.1,0.0,194.09,6043.77,1.0,212.6,0.02792,686.1,231.2,103.7,0.2,1,sales_ops_db,daily,2023-01-06 06:00:00,1021.0,-3.8,100.46
2023-01-05,South,Home,3,1,30.2,42.3,0.0,75.29,3182.31,1.0,218.7,0.02528,816.1,263.0,120.8,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,1199.9,-3.8,100.46
2023-01-05,West,Apparel,3,1,59.2,118.4,0.0,39.71,4700.22,1.0,229.0,0.03874,1052.9,338.4,158.6,0.1,1,sales_ops_db,daily,2023-01-06 06:00:00,1549.9,-3.8,100.46
2023-01-05,West,Electronics,3,1,16.9,18.6,0.0,237.83,4424.8,1.0,230.7,0.0184,597.2,210.7,91.9,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,899.8000000000001,-3.8,100.46
2023-01-05,West,Home,3,1,20.6,28.9,0.0,80.3,2316.52,1.0,210.4,0.02278,612.3,200.9,91.0,0.0,0,sales_ops_db,daily,2023-01-06 06:00:00,904.2,-3.8,100.46
2023-01-06,East,Apparel,4,1,92.9,185.9,0.0,39.27,7300.0,1.0,231.4,0.05352,1179.9,389.8,174.2,0.15,1,sales_ops_db,daily,2023-01-07 06:00:00,1743.9,-1.5,100.52
2023-01-06,East,Electronics,4,1,16.8,18.5,0.0,239.73,4430.94,1.0,224.7,0.01853,632.9,199.5,87.5,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,919.9,-1.5,100.52
2023-01-06,East,Home,4,1,30.1,42.1,0.0,75.87,3194.34,1.0,242.1,0.02538,797.0,258.7,115.3,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,1171.0,-1.5,100.52
2023-01-06,North,Apparel,4,1,67.4,134.9,0.0,43.53,5871.7,1.0,219.7,0.03895,1156.1,388.0,174.5,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,1718.6,-1.5,100.52
2023-01-06,North,Electronics,4,1,20.7,22.8,0.0,249.4,5684.8,1.0,243.7,0.0185,766.2,238.9,116.0,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,1121.1,-1.5,100.52
2023-01-06,North,Home,4,1,51.2,71.7,0.0,64.16,4598.79,1.0,235.2,0.0398,841.2,282.3,132.4,0.2,1,sales_ops_db,daily,2023-01-07 06:00:00,1255.9,-1.5,100.52
2023-01-06,South,Apparel,4,1,56.5,113.1,0.0,45.32,5124.11,1.0,206.1,0.03736,986.3,329.7,149.8,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,1465.8,-1.5,100.52
2023-01-06,South,Electronics,4,1,28.9,31.8,0.0,205.77,6542.0,1.0,222.3,0.02965,659.7,211.0,96.3,0.2,1,sales_ops_db,daily,2023-01-07 06:00:00,967.0,-1.5,100.52
2023-01-06,South,Home,4,1,43.5,60.8,0.0,69.55,4231.97,1.0,259.5,0.03537,842.2,273.1,122.3,0.15,1,sales_ops_db,daily,2023-01-07 06:00:00,1237.6,-1.5,100.52
2023-01-06,West,Apparel,4,1,68.6,137.3,0.0,41.29,5666.74,1.0,234.9,0.0463,1000.8,323.4,149.8,0.1,1,sales_ops_db,daily,2023-01-07 06:00:00,1473.9999999999998,-1.5,100.52
2023-01-06,West,Electronics,4,1,16.2,17.8,0.0,250.04,4442.04,1.0,234.7,0.0172,633.7,211.3,93.4,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,938.4,-1.5,100.52
2023-01-06,West,Home,4,1,23.3,32.7,0.0,84.86,2772.84,1.0,225.4,0.02368,668.7,214.3,98.1,0.0,0,sales_ops_db,daily,2023-01-07 06:00:00,981.1,-1.5,100.52
2023-01-07,East,Apparel,5,1,97.7,195.3,0.0,39.07,7631.64,1.0,223.8,0.05346,1229.4,419.4,179.4,0.15,1,sales_ops_db,daily,2023-01-08 06:00:00,1828.2000000000005,3.5,100.83
2023-01-07,East,Electronics,5,1,20.4,22.5,0.0,247.82,5569.24,1.0,235.2,0.0197,723.9,225.8,103.0,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1052.7,3.5,100.83
2023-01-07,East,Home,5,1,32.2,45.0,0.0,83.13,3742.29,1.0,236.4,0.02633,834.7,271.1,119.5,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1225.3000000000002,3.5,100.83
2023-01-07,North,Apparel,5,1,80.8,161.6,0.0,44.51,7194.21,1.0,243.0,0.04281,1362.1,414.8,191.9,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1968.8,3.5,100.83
2023-01-07,North,Electronics,5,1,22.6,24.9,0.0,247.61,6166.97,1.0,245.2,0.02138,700.5,228.6,104.9,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1034.0,3.5,100.83
2023-01-07,North,Home,5,1,31.1,43.5,0.0,82.7,3597.2,1.0,228.3,0.02558,834.5,267.1,121.8,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1223.4,3.5,100.83
2023-01-07,South,Apparel,5,1,70.1,140.3,0.0,44.25,6207.17,1.0,231.0,0.03794,1300.8,416.5,187.5,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1904.8,3.5,100.83
2023-01-07,South,Electronics,5,1,22.5,24.7,0.0,261.5,6469.9,1.0,223.6,0.02098,716.7,238.8,109.2,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1064.7,3.5,100.83
2023-01-07,South,Home,5,1,43.4,60.7,0.0,69.7,4230.19,1.0,207.5,0.0382,757.3,252.4,113.6,0.15,1,sales_ops_db,daily,2023-01-08 06:00:00,1123.3,3.5,100.83
2023-01-07,West,Apparel,5,1,76.8,153.6,0.0,40.61,6239.5,1.0,201.9,0.04977,1037.2,333.8,157.0,0.1,1,sales_ops_db,daily,2023-01-08 06:00:00,1528.0,3.5,100.83
2023-01-07,West,Electronics,5,1,20.5,22.5,0.0,245.94,5545.94,1.0,239.6,0.01967,742.0,225.7,101.1,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1068.8,3.5,100.83
2023-01-07,West,Home,5,1,29.2,40.9,0.0,82.0,3352.43,1.0,188.7,0.02685,740.4,244.7,108.1,0.0,0,sales_ops_db,daily,2023-01-08 06:00:00,1093.1999999999998,3.5,100.83
2023-01-08,East,Apparel,6,1,93.8,187.7,0.0,37.11,6964.7,1.0,235.3,0.05553,1122.0,367.5,170.5,0.15,1,sales_ops_db,daily,2023-01-09 06:00:00,1660.0,1.9,101.16
2023-01-08,East,Electronics,6,1,18.6,20.4,0.0,253.74,5180.54,1.0,241.1,0.0191,668.9,213.0,97.7,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,979.6,1.9,101.16
2023-01-08,East,Home,6,1,34.1,47.7,0.0,82.24,3924.72,1.0,246.3,0.02595,914.5,300.1,129.6,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1344.1999999999998,1.9,101.16
2023-01-08,North,Apparel,6,1,77.1,154.2,0.0,44.9,6922.19,1.0,208.0,0.03986,1277.7,415.1,196.7,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1889.5,1.9,101.16
2023-01-08,North,Electronics,6,1,19.9,21.9,0.0,247.64,5427.27,1.0,236.4,0.01897,721.5,230.8,101.1,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1053.4,1.9,101.16
2023-01-08,North,Home,6,1,31.4,44.0,0.0,82.83,3643.39,1.0,224.2,0.02463,854.7,284.5,126.9,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1266.1,1.9,101.16
2023-01-08,South,Apparel,6,1,66.9,133.9,0.0,42.78,5727.71,1.0,220.4,0.03905,1170.3,376.7,174.4,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1721.4,1.9,101.16
2023-01-08,South,Electronics,6,1,22.2,24.4,0.0,250.23,6105.54,1.0,219.4,0.02146,711.6,220.3,102.9,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1034.8000000000002,1.9,101.16
2023-01-08,South,Home,6,1,44.1,61.7,0.0,66.52,4105.15,1.0,216.6,0.03565,839.4,263.5,126.2,0.15,1,sales_ops_db,daily,2023-01-09 06:00:00,1229.1,1.9,101.16
2023-01-08,West,Apparel,6,1,58.4,116.8,0.0,45.87,5356.93,1.0,206.0,0.0371,1042.5,342.9,157.5,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1542.9,1.9,101.16
2023-01-08,West,Electronics,6,1,21.7,23.9,0.0,233.79,5591.36,1.0,232.5,0.01984,727.3,250.9,111.2,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1089.4,1.9,101.16
2023-01-08,West,Home,6,1,26.1,36.5,0.0,76.72,2798.22,1.0,209.7,0.02639,687.8,222.5,100.1,0.0,0,sales_ops_db,daily,2023-01-09 06:00:00,1010.4,1.9,101.16
2023-01-09,East,Apparel,0,1,40.8,81.6,0.0,47.12,3844.0,1.0,210.6,0.02841,968.4,311.4,143.2,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1423.0,2.9,100.51
2023-01-09,East,Electronics,0,1,14.8,16.3,0.0,254.64,4152.82,1.0,224.6,0.01716,597.4,189.0,85.9,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,872.3,2.9,100.51
2023-01-09,East,Home,0,1,25.0,34.9,0.0,75.44,2635.76,1.0,243.2,0.02125,787.1,258.7,120.6,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1166.4,2.9,100.51
2023-01-09,North,Apparel,0,1,40.0,80.0,0.0,42.69,3414.92,1.0,238.9,0.02709,1051.1,317.8,146.8,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1515.6999999999998,2.9,100.51
2023-01-09,North,Electronics,0,1,16.0,17.6,0.0,249.2,4393.16,1.0,209.7,0.01682,641.9,207.7,92.7,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,942.3,2.9,100.51
2023-01-09,North,Home,0,1,24.8,34.7,0.0,79.02,2740.13,1.0,208.1,0.02259,723.9,241.9,110.1,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1075.9,2.9,100.51
2023-01-09,South,Apparel,0,1,37.9,75.8,0.0,43.92,3328.38,1.0,208.8,0.02791,929.9,306.2,137.9,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1374.0,2.9,100.51
2023-01-09,South,Electronics,0,1,15.9,17.5,0.0,255.68,4477.91,1.0,204.0,0.01739,592.5,198.7,92.9,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,884.1,2.9,100.51
2023-01-09,South,Home,0,1,35.1,49.1,0.0,64.44,3167.2,1.0,222.6,0.03331,700.1,233.1,106.2,0.15,1,sales_ops_db,daily,2023-01-10 06:00:00,1039.4,2.9,100.51
2023-01-09,West,Apparel,0,1,41.4,82.9,0.0,42.96,3560.13,1.0,230.1,0.02992,934.6,301.2,137.8,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1373.6,2.9,100.51
2023-01-09,West,Electronics,0,1,18.3,20.2,0.0,241.11,4861.84,1.0,220.6,0.01807,680.4,234.1,99.2,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1013.7,2.9,100.51
2023-01-09,West,Home,0,1,28.9,40.5,0.0,81.65,3306.46,1.0,232.1,0.02404,828.8,264.0,124.6,0.0,0,sales_ops_db,daily,2023-01-10 06:00:00,1217.4,2.9,100.51
2023-01-10,East,Apparel,1,1,41.9,83.8,0.0,45.42,3806.31,1.0,232.1,0.02881,981.8,316.7,144.2,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1442.7,0.0,99.61
2023-01-10,East,Electronics,1,1,15.7,17.3,0.0,240.1,4144.23,1.0,230.0,0.01809,589.0,191.8,85.5,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,866.3,0.0,99.61
2023-01-10,East,Home,1,1,25.9,36.2,0.0,78.27,2836.99,1.0,221.5,0.02345,738.8,239.8,110.4,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1089.0,0.0,99.61
2023-01-10,North,Apparel,1,1,40.1,80.2,0.0,45.34,3637.87,1.0,207.6,0.02877,981.5,307.2,139.9,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1428.6,0.0,99.61
2023-01-10,North,Electronics,1,1,13.2,14.5,0.0,259.39,3768.59,1.0,232.8,0.01475,625.8,197.9,91.1,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,914.8,0.0,99.61
2023-01-10,North,Home,1,1,25.9,36.3,0.0,75.0,2719.27,1.0,209.1,0.02283,764.9,248.9,115.5,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1129.3,0.0,99.61
2023-01-10,South,Apparel,1,1,39.7,79.4,0.0,43.19,3430.22,1.0,231.9,0.02817,963.9,311.1,137.3,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1412.3,0.0,99.61
2023-01-10,South,Electronics,1,1,15.4,16.9,0.0,237.95,4033.04,1.0,229.8,0.01656,616.8,207.5,93.4,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,917.7,0.0,99.61
2023-01-10,South,Home,1,1,24.4,34.2,0.0,79.22,2708.1,1.0,222.8,0.0245,681.2,216.0,102.3,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,999.5,0.0,99.61
2023-01-10,West,Apparel,1,1,31.6,63.2,0.0,46.16,2917.92,1.0,232.8,0.02618,807.6,259.5,120.0,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1187.1,0.0,99.61
2023-01-10,West,Electronics,1,1,19.2,21.2,0.0,253.4,5363.11,1.0,225.9,0.01712,760.0,246.0,110.7,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1116.7,0.0,99.61
2023-01-10,West,Home,1,1,24.7,34.6,0.0,79.78,2759.78,1.0,231.3,0.02319,710.2,230.4,110.3,0.0,0,sales_ops_db,daily,2023-01-11 06:00:00,1050.9,0.0,99.61
2023-01-11,East,Apparel,2,1,40.7,81.4,0.0,45.83,3728.14,1.0,212.1,0.02871,972.3,303.1,141.7,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,1417.1,6.1,100.01
2023-01-11,East,Electronics,2,1,14.7,16.2,0.0,246.45,3984.72,1.0,207.4,0.01803,548.8,177.2,81.6,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,807.6,6.1,100.01
2023-01-11,East,Home,2,1,23.6,33.1,0.0,78.5,2598.54,1.0,218.4,0.02221,721.1,239.2,107.5,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,1067.8,6.1,100.01
2023-01-11,North,Apparel,2,1,41.3,82.7,0.0,45.6,3770.51,1.0,207.5,0.02973,919.5,308.8,139.4,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,1367.7,6.1,100.01
2023-01-11,North,Electronics,2,1,16.2,17.9,0.0,250.2,4469.3,1.0,244.3,0.01662,645.7,210.0,96.9,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,952.6,6.1,100.01
2023-01-11,North,Home,2,1,28.3,39.6,0.0,78.28,3103.14,1.0,216.2,0.02367,815.7,269.7,116.7,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,1202.1,6.1,100.01
2023-01-11,South,Apparel,2,1,40.7,81.4,0.0,43.95,3576.31,1.0,210.1,0.0305,916.6,286.3,131.9,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,1334.8000000000002,6.1,100.01
2023-01-11,South,Electronics,2,1,15.8,17.4,0.0,252.61,4389.59,1.0,238.8,0.01744,602.1,200.5,89.8,0.0,0,sales_ops_db,daily,2023-01-12 06:00:00,892.4,6.1,100.01
